purchase_date;total_sales;promo_name;sales_after_promo
02/10/2022;39000;END_YEAR;24000
02/10/2022;39000;BERKAH_RAMADHAN;24000
02/10/2022;39000;HARI_RAYA;19000
02/10/2022;39000;TUJUHBELASAN;29000
02/10/2022;39000;VALENTINE_DAY;29000
02/10/2022;39000;EASTER_EGG;31500
02/10/2022;39000;CHRISTMAS;24000
05/10/2022;105000;AWAL_GAJIAN;90000
05/10/2022;105000;GRATIS_ONGKIR;100000
05/10/2022;105000;10_10;97500
05/10/2022;105000;HARBOLNAS;75000
05/10/2022;105000;END_YEAR;90000
05/10/2022;105000;BERKAH_RAMADHAN;90000
05/10/2022;105000;HARI_RAYA;85000
05/10/2022;105000;TUJUHBELASAN;95000
05/10/2022;105000;VALENTINE_DAY;95000
05/10/2022;105000;EASTER_EGG;97500
05/10/2022;105000;CHRISTMAS;90000
08/10/2022;239700;AWAL_GAJIAN;224700
08/10/2022;239700;GRATIS_ONGKIR;234700
08/10/2022;239700;10_10;232200
08/10/2022;239700;HARBOLNAS;209700
08/10/2022;239700;END_YEAR;224700
08/10/2022;239700;BERKAH_RAMADHAN;224700
08/10/2022;239700;HARI_RAYA;219700
08/10/2022;239700;TUJUHBELASAN;229700
08/10/2022;239700;VALENTINE_DAY;229700
08/10/2022;239700;EASTER_EGG;232200
08/10/2022;239700;CHRISTMAS;224700
07/10/2022;157580;AWAL_GAJIAN;142580
07/10/2022;157580;GRATIS_ONGKIR;152580
07/10/2022;157580;10_10;150080
07/10/2022;157580;HARBOLNAS;127580
07/10/2022;157580;END_YEAR;142580
07/10/2022;157580;BERKAH_RAMADHAN;142580
07/10/2022;157580;HARI_RAYA;137580
07/10/2022;157580;TUJUHBELASAN;147580
07/10/2022;157580;VALENTINE_DAY;147580
07/10/2022;157580;EASTER_EGG;150080
07/10/2022;157580;CHRISTMAS;142580
19/10/2022;5010;AWAL_GAJIAN;-9990
19/10/2022;5010;GRATIS_ONGKIR;10
19/10/2022;5010;10_10;-2490
19/10/2022;5010;HARBOLNAS;-24990
19/10/2022;5010;END_YEAR;-9990
19/10/2022;5010;BERKAH_RAMADHAN;-9990
19/10/2022;5010;HARI_RAYA;-14990
19/10/2022;5010;TUJUHBELASAN;-4990
19/10/2022;5010;VALENTINE_DAY;-4990
19/10/2022;5010;EASTER_EGG;-2490
19/10/2022;5010;CHRISTMAS;-9990
03/10/2022;1659000;AWAL_GAJIAN;1644000
03/10/2022;1659000;GRATIS_ONGKIR;1654000
03/10/2022;1659000;10_10;1651500
03/10/2022;1659000;HARBOLNAS;1629000
03/10/2022;1659000;END_YEAR;1644000
03/10/2022;1659000;BERKAH_RAMADHAN;1644000
03/10/2022;1659000;HARI_RAYA;1639000
03/10/2022;1659000;TUJUHBELASAN;1649000
03/10/2022;1659000;VALENTINE_DAY;1649000
03/10/2022;1659000;EASTER_EGG;1651500
03/10/2022;1659000;CHRISTMAS;1644000
23/10/2022;105400;AWAL_GAJIAN;90400
23/10/2022;105400;GRATIS_ONGKIR;100400
23/10/2022;105400;10_10;97900
23/10/2022;105400;HARBOLNAS;75400
23/10/2022;105400;END_YEAR;90400
23/10/2022;105400;BERKAH_RAMADHAN;90400
23/10/2022;105400;HARI_RAYA;85400
23/10/2022;105400;TUJUHBELASAN;95400
23/10/2022;105400;VALENTINE_DAY;95400
23/10/2022;105400;EASTER_EGG;97900
23/10/2022;105400;CHRISTMAS;90400
20/10/2022;155000;AWAL_GAJIAN;140000
20/10/2022;155000;GRATIS_ONGKIR;150000
20/10/2022;155000;10_10;147500
20/10/2022;155000;HARBOLNAS;125000
20/10/2022;155000;END_YEAR;140000
20/10/2022;155000;BERKAH_RAMADHAN;140000
20/10/2022;155000;HARI_RAYA;135000
20/10/2022;155000;TUJUHBELASAN;145000
20/10/2022;155000;VALENTINE_DAY;145000
20/10/2022;155000;EASTER_EGG;147500
20/10/2022;155000;CHRISTMAS;140000
31/10/2022;375000;AWAL_GAJIAN;360000
31/10/2022;375000;GRATIS_ONGKIR;370000
31/10/2022;375000;10_10;367500
31/10/2022;375000;HARBOLNAS;345000
31/10/2022;375000;END_YEAR;360000
31/10/2022;375000;BERKAH_RAMADHAN;360000
31/10/2022;375000;HARI_RAYA;355000
31/10/2022;375000;TUJUHBELASAN;365000
31/10/2022;375000;VALENTINE_DAY;365000
31/10/2022;375000;EASTER_EGG;367500
31/10/2022;375000;CHRISTMAS;360000
13/10/2022;68700;AWAL_GAJIAN;53700
13/10/2022;68700;GRATIS_ONGKIR;63700
13/10/2022;68700;10_10;61200
13/10/2022;68700;HARBOLNAS;38700
13/10/2022;68700;END_YEAR;53700
13/10/2022;68700;BERKAH_RAMADHAN;53700
13/10/2022;68700;HARI_RAYA;48700
13/10/2022;68700;TUJUHBELASAN;58700
13/10/2022;68700;VALENTINE_DAY;58700
13/10/2022;68700;EASTER_EGG;61200
13/10/2022;68700;CHRISTMAS;53700
28/10/2022;115000;AWAL_GAJIAN;100000
28/10/2022;115000;GRATIS_ONGKIR;110000
28/10/2022;115000;10_10;107500
28/10/2022;115000;HARBOLNAS;85000
28/10/2022;115000;END_YEAR;100000
28/10/2022;115000;BERKAH_RAMADHAN;100000
28/10/2022;115000;HARI_RAYA;95000
28/10/2022;115000;TUJUHBELASAN;105000
28/10/2022;115000;VALENTINE_DAY;105000
28/10/2022;115000;EASTER_EGG;107500
28/10/2022;115000;CHRISTMAS;100000
25/10/2022;131746;AWAL_GAJIAN;116746
25/10/2022;131746;GRATIS_ONGKIR;126746
25/10/2022;131746;10_10;124246
25/10/2022;131746;HARBOLNAS;101746
25/10/2022;131746;END_YEAR;116746
25/10/2022;131746;BERKAH_RAMADHAN;116746
25/10/2022;131746;HARI_RAYA;111746
25/10/2022;131746;TUJUHBELASAN;121746
25/10/2022;131746;VALENTINE_DAY;121746
25/10/2022;131746;EASTER_EGG;124246
25/10/2022;131746;CHRISTMAS;116746
04/10/2022;128040;AWAL_GAJIAN;113040
04/10/2022;128040;GRATIS_ONGKIR;123040
04/10/2022;128040;10_10;120540
04/10/2022;128040;HARBOLNAS;98040
04/10/2022;128040;END_YEAR;113040
04/10/2022;128040;BERKAH_RAMADHAN;113040
04/10/2022;128040;HARI_RAYA;108040
04/10/2022;128040;TUJUHBELASAN;118040
04/10/2022;128040;VALENTINE_DAY;118040
04/10/2022;128040;EASTER_EGG;120540
04/10/2022;128040;CHRISTMAS;113040
15/10/2022;278000;AWAL_GAJIAN;263000
15/10/2022;278000;GRATIS_ONGKIR;273000
15/10/2022;278000;10_10;270500
15/10/2022;278000;HARBOLNAS;248000
15/10/2022;278000;END_YEAR;263000
15/10/2022;278000;BERKAH_RAMADHAN;263000
15/10/2022;278000;HARI_RAYA;258000
15/10/2022;278000;TUJUHBELASAN;268000
15/10/2022;278000;VALENTINE_DAY;268000
15/10/2022;278000;EASTER_EGG;270500
15/10/2022;278000;CHRISTMAS;263000
08/10/2022;3340;AWAL_GAJIAN;-11660
08/10/2022;3340;GRATIS_ONGKIR;-1660
08/10/2022;3340;10_10;-4160
08/10/2022;3340;HARBOLNAS;-26660
08/10/2022;3340;END_YEAR;-11660
08/10/2022;3340;BERKAH_RAMADHAN;-11660
08/10/2022;3340;HARI_RAYA;-16660
08/10/2022;3340;TUJUHBELASAN;-6660
08/10/2022;3340;VALENTINE_DAY;-6660
08/10/2022;3340;EASTER_EGG;-4160
08/10/2022;3340;CHRISTMAS;-11660
28/10/2022;615000;AWAL_GAJIAN;600000
28/10/2022;615000;GRATIS_ONGKIR;610000
28/10/2022;615000;10_10;607500
28/10/2022;615000;HARBOLNAS;585000
28/10/2022;615000;END_YEAR;600000
28/10/2022;615000;BERKAH_RAMADHAN;600000
28/10/2022;615000;HARI_RAYA;595000
28/10/2022;615000;TUJUHBELASAN;605000
28/10/2022;615000;VALENTINE_DAY;605000
28/10/2022;615000;EASTER_EGG;607500
28/10/2022;615000;CHRISTMAS;600000
03/10/2022;112000;AWAL_GAJIAN;97000
03/10/2022;112000;GRATIS_ONGKIR;107000
03/10/2022;112000;10_10;104500
03/10/2022;112000;HARBOLNAS;82000
03/10/2022;112000;END_YEAR;97000
03/10/2022;112000;BERKAH_RAMADHAN;97000
03/10/2022;112000;HARI_RAYA;92000
03/10/2022;112000;TUJUHBELASAN;102000
03/10/2022;112000;VALENTINE_DAY;102000
03/10/2022;112000;EASTER_EGG;104500
03/10/2022;112000;CHRISTMAS;97000
09/10/2022;109800;AWAL_GAJIAN;94800
09/10/2022;109800;GRATIS_ONGKIR;104800
09/10/2022;109800;10_10;102300
09/10/2022;109800;HARBOLNAS;79800
09/10/2022;109800;END_YEAR;94800
09/10/2022;109800;BERKAH_RAMADHAN;94800
09/10/2022;109800;HARI_RAYA;89800
09/10/2022;109800;TUJUHBELASAN;99800
09/10/2022;109800;VALENTINE_DAY;99800
09/10/2022;109800;EASTER_EGG;102300
09/10/2022;109800;CHRISTMAS;94800
16/10/2022;131000;AWAL_GAJIAN;116000
16/10/2022;131000;GRATIS_ONGKIR;126000
16/10/2022;131000;10_10;123500
16/10/2022;131000;HARBOLNAS;101000
16/10/2022;131000;END_YEAR;116000
16/10/2022;131000;BERKAH_RAMADHAN;116000
16/10/2022;131000;HARI_RAYA;111000
16/10/2022;131000;TUJUHBELASAN;121000
16/10/2022;131000;VALENTINE_DAY;121000
16/10/2022;131000;EASTER_EGG;123500
16/10/2022;131000;CHRISTMAS;116000
09/10/2022;498000;AWAL_GAJIAN;483000
09/10/2022;498000;GRATIS_ONGKIR;493000
09/10/2022;498000;10_10;490500
09/10/2022;498000;HARBOLNAS;468000
09/10/2022;498000;END_YEAR;483000
09/10/2022;498000;BERKAH_RAMADHAN;483000
09/10/2022;498000;HARI_RAYA;478000
09/10/2022;498000;TUJUHBELASAN;488000
09/10/2022;498000;VALENTINE_DAY;488000
09/10/2022;498000;EASTER_EGG;490500
09/10/2022;498000;CHRISTMAS;483000
04/10/2022;290000;AWAL_GAJIAN;275000
04/10/2022;290000;GRATIS_ONGKIR;285000
04/10/2022;290000;10_10;282500
04/10/2022;290000;HARBOLNAS;260000
04/10/2022;290000;END_YEAR;275000
04/10/2022;290000;BERKAH_RAMADHAN;275000
04/10/2022;290000;HARI_RAYA;270000
04/10/2022;290000;TUJUHBELASAN;280000
04/10/2022;290000;VALENTINE_DAY;280000
04/10/2022;290000;EASTER_EGG;282500
04/10/2022;290000;CHRISTMAS;275000
05/10/2022;47900;AWAL_GAJIAN;32900
05/10/2022;47900;GRATIS_ONGKIR;42900
05/10/2022;47900;10_10;40400
05/10/2022;47900;HARBOLNAS;17900
05/10/2022;47900;END_YEAR;32900
05/10/2022;47900;BERKAH_RAMADHAN;32900
05/10/2022;47900;HARI_RAYA;27900
05/10/2022;47900;TUJUHBELASAN;37900
05/10/2022;47900;VALENTINE_DAY;37900
05/10/2022;47900;EASTER_EGG;40400
05/10/2022;47900;CHRISTMAS;32900
20/10/2022;84000;AWAL_GAJIAN;69000
20/10/2022;84000;GRATIS_ONGKIR;79000
20/10/2022;84000;10_10;76500
20/10/2022;84000;HARBOLNAS;54000
20/10/2022;84000;END_YEAR;69000
20/10/2022;84000;BERKAH_RAMADHAN;69000
20/10/2022;84000;HARI_RAYA;64000
20/10/2022;84000;TUJUHBELASAN;74000
20/10/2022;84000;VALENTINE_DAY;74000
20/10/2022;84000;EASTER_EGG;76500
20/10/2022;84000;CHRISTMAS;69000
23/10/2022;375000;AWAL_GAJIAN;360000
23/10/2022;375000;GRATIS_ONGKIR;370000
23/10/2022;375000;10_10;367500
23/10/2022;375000;HARBOLNAS;345000
23/10/2022;375000;END_YEAR;360000
23/10/2022;375000;BERKAH_RAMADHAN;360000
23/10/2022;375000;HARI_RAYA;355000
23/10/2022;375000;TUJUHBELASAN;365000
23/10/2022;375000;VALENTINE_DAY;365000
23/10/2022;375000;EASTER_EGG;367500
23/10/2022;375000;CHRISTMAS;360000
26/10/2022;350000;AWAL_GAJIAN;335000
26/10/2022;350000;GRATIS_ONGKIR;345000
26/10/2022;350000;10_10;342500
26/10/2022;350000;HARBOLNAS;320000
26/10/2022;350000;END_YEAR;335000
26/10/2022;350000;BERKAH_RAMADHAN;335000
26/10/2022;350000;HARI_RAYA;330000
26/10/2022;350000;TUJUHBELASAN;340000
26/10/2022;350000;VALENTINE_DAY;340000
26/10/2022;350000;EASTER_EGG;342500
26/10/2022;350000;CHRISTMAS;335000
05/10/2022;124900;AWAL_GAJIAN;109900
05/10/2022;124900;GRATIS_ONGKIR;119900
05/10/2022;124900;10_10;117400
05/10/2022;124900;HARBOLNAS;94900
05/10/2022;124900;END_YEAR;109900
05/10/2022;124900;BERKAH_RAMADHAN;109900
05/10/2022;124900;HARI_RAYA;104900
05/10/2022;124900;TUJUHBELASAN;114900
05/10/2022;124900;VALENTINE_DAY;114900
05/10/2022;124900;EASTER_EGG;117400
05/10/2022;124900;CHRISTMAS;109900
03/10/2022;198000;AWAL_GAJIAN;183000
03/10/2022;198000;GRATIS_ONGKIR;193000
03/10/2022;198000;10_10;190500
03/10/2022;198000;HARBOLNAS;168000
03/10/2022;198000;END_YEAR;183000
03/10/2022;198000;BERKAH_RAMADHAN;183000
03/10/2022;198000;HARI_RAYA;178000
03/10/2022;198000;TUJUHBELASAN;188000
03/10/2022;198000;VALENTINE_DAY;188000
03/10/2022;198000;EASTER_EGG;190500
03/10/2022;198000;CHRISTMAS;183000
04/10/2022;499000;AWAL_GAJIAN;484000
04/10/2022;499000;GRATIS_ONGKIR;494000
04/10/2022;499000;10_10;491500
04/10/2022;499000;HARBOLNAS;469000
04/10/2022;499000;END_YEAR;484000
04/10/2022;499000;BERKAH_RAMADHAN;484000
04/10/2022;499000;HARI_RAYA;479000
04/10/2022;499000;TUJUHBELASAN;489000
04/10/2022;499000;VALENTINE_DAY;489000
04/10/2022;499000;EASTER_EGG;491500
04/10/2022;499000;CHRISTMAS;484000
28/10/2022;21724;AWAL_GAJIAN;6724
28/10/2022;21724;GRATIS_ONGKIR;16724
28/10/2022;21724;10_10;14224
28/10/2022;21724;HARBOLNAS;-8276
28/10/2022;21724;END_YEAR;6724
28/10/2022;21724;BERKAH_RAMADHAN;6724
28/10/2022;21724;HARI_RAYA;1724
28/10/2022;21724;TUJUHBELASAN;11724
28/10/2022;21724;VALENTINE_DAY;11724
28/10/2022;21724;EASTER_EGG;14224
28/10/2022;21724;CHRISTMAS;6724
23/10/2022;39000;AWAL_GAJIAN;24000
23/10/2022;39000;GRATIS_ONGKIR;34000
23/10/2022;39000;10_10;31500
23/10/2022;39000;HARBOLNAS;9000
23/10/2022;39000;END_YEAR;24000
23/10/2022;39000;BERKAH_RAMADHAN;24000
23/10/2022;39000;HARI_RAYA;19000
23/10/2022;39000;TUJUHBELASAN;29000
23/10/2022;39000;VALENTINE_DAY;29000
23/10/2022;39000;EASTER_EGG;31500
23/10/2022;39000;CHRISTMAS;24000
27/10/2022;75780;AWAL_GAJIAN;60780
27/10/2022;75780;GRATIS_ONGKIR;70780
27/10/2022;75780;10_10;68280
27/10/2022;75780;HARBOLNAS;45780
27/10/2022;75780;END_YEAR;60780
27/10/2022;75780;BERKAH_RAMADHAN;60780
27/10/2022;75780;HARI_RAYA;55780
27/10/2022;75780;TUJUHBELASAN;65780
27/10/2022;75780;VALENTINE_DAY;65780
27/10/2022;75780;EASTER_EGG;68280
27/10/2022;75780;CHRISTMAS;60780
17/10/2022;1799800;AWAL_GAJIAN;1784800
17/10/2022;1799800;GRATIS_ONGKIR;1794800
17/10/2022;1799800;10_10;1792300
17/10/2022;1799800;HARBOLNAS;1769800
17/10/2022;1799800;END_YEAR;1784800
17/10/2022;1799800;BERKAH_RAMADHAN;1784800
17/10/2022;1799800;HARI_RAYA;1779800
17/10/2022;1799800;TUJUHBELASAN;1789800
17/10/2022;1799800;VALENTINE_DAY;1789800
17/10/2022;1799800;EASTER_EGG;1792300
17/10/2022;1799800;CHRISTMAS;1784800
04/10/2022;160000;AWAL_GAJIAN;145000
04/10/2022;160000;GRATIS_ONGKIR;155000
04/10/2022;160000;10_10;152500
04/10/2022;160000;HARBOLNAS;130000
04/10/2022;160000;END_YEAR;145000
04/10/2022;160000;BERKAH_RAMADHAN;145000
04/10/2022;160000;HARI_RAYA;140000
04/10/2022;160000;TUJUHBELASAN;150000
04/10/2022;160000;VALENTINE_DAY;150000
04/10/2022;160000;EASTER_EGG;152500
04/10/2022;160000;CHRISTMAS;145000
06/10/2022;318000;AWAL_GAJIAN;303000
06/10/2022;318000;GRATIS_ONGKIR;313000
06/10/2022;318000;10_10;310500
06/10/2022;318000;HARBOLNAS;288000
06/10/2022;318000;END_YEAR;303000
06/10/2022;318000;BERKAH_RAMADHAN;303000
06/10/2022;318000;HARI_RAYA;298000
06/10/2022;318000;TUJUHBELASAN;308000
06/10/2022;318000;VALENTINE_DAY;308000
06/10/2022;318000;EASTER_EGG;310500
06/10/2022;318000;CHRISTMAS;303000
11/10/2022;980000;AWAL_GAJIAN;965000
11/10/2022;980000;GRATIS_ONGKIR;975000
11/10/2022;980000;10_10;972500
11/10/2022;980000;HARBOLNAS;950000
11/10/2022;980000;END_YEAR;965000
11/10/2022;980000;BERKAH_RAMADHAN;965000
11/10/2022;980000;HARI_RAYA;960000
11/10/2022;980000;TUJUHBELASAN;970000
11/10/2022;980000;VALENTINE_DAY;970000
11/10/2022;980000;EASTER_EGG;972500
11/10/2022;980000;CHRISTMAS;965000
26/10/2022;199999;AWAL_GAJIAN;184999
26/10/2022;199999;GRATIS_ONGKIR;194999
26/10/2022;199999;10_10;192499
26/10/2022;199999;HARBOLNAS;169999
26/10/2022;199999;END_YEAR;184999
26/10/2022;199999;BERKAH_RAMADHAN;184999
26/10/2022;199999;HARI_RAYA;179999
26/10/2022;199999;TUJUHBELASAN;189999
26/10/2022;199999;VALENTINE_DAY;189999
26/10/2022;199999;EASTER_EGG;192499
26/10/2022;199999;CHRISTMAS;184999
08/10/2022;129000;AWAL_GAJIAN;114000
08/10/2022;129000;GRATIS_ONGKIR;124000
08/10/2022;129000;10_10;121500
08/10/2022;129000;HARBOLNAS;99000
08/10/2022;129000;END_YEAR;114000
08/10/2022;129000;BERKAH_RAMADHAN;114000
08/10/2022;129000;HARI_RAYA;109000
08/10/2022;129000;TUJUHBELASAN;119000
08/10/2022;129000;VALENTINE_DAY;119000
08/10/2022;129000;EASTER_EGG;121500
08/10/2022;129000;CHRISTMAS;114000
23/10/2022;154500;AWAL_GAJIAN;139500
23/10/2022;154500;GRATIS_ONGKIR;149500
23/10/2022;154500;10_10;147000
23/10/2022;154500;HARBOLNAS;124500
23/10/2022;154500;END_YEAR;139500
23/10/2022;154500;BERKAH_RAMADHAN;139500
23/10/2022;154500;HARI_RAYA;134500
23/10/2022;154500;TUJUHBELASAN;144500
23/10/2022;154500;VALENTINE_DAY;144500
23/10/2022;154500;EASTER_EGG;147000
23/10/2022;154500;CHRISTMAS;139500
09/10/2022;59999;AWAL_GAJIAN;44999
09/10/2022;59999;GRATIS_ONGKIR;54999
09/10/2022;59999;10_10;52499
09/10/2022;59999;HARBOLNAS;29999
09/10/2022;59999;END_YEAR;44999
09/10/2022;59999;BERKAH_RAMADHAN;44999
09/10/2022;59999;HARI_RAYA;39999
09/10/2022;59999;TUJUHBELASAN;49999
09/10/2022;59999;VALENTINE_DAY;49999
09/10/2022;59999;EASTER_EGG;52499
09/10/2022;59999;CHRISTMAS;44999
16/10/2022;97920;AWAL_GAJIAN;82920
16/10/2022;97920;GRATIS_ONGKIR;92920
16/10/2022;97920;10_10;90420
16/10/2022;97920;HARBOLNAS;67920
16/10/2022;97920;END_YEAR;82920
16/10/2022;97920;BERKAH_RAMADHAN;82920
16/10/2022;97920;HARI_RAYA;77920
16/10/2022;97920;TUJUHBELASAN;87920
16/10/2022;97920;VALENTINE_DAY;87920
16/10/2022;97920;EASTER_EGG;90420
16/10/2022;97920;CHRISTMAS;82920
20/10/2022;54000;AWAL_GAJIAN;39000
20/10/2022;54000;GRATIS_ONGKIR;49000
20/10/2022;54000;10_10;46500
20/10/2022;54000;HARBOLNAS;24000
20/10/2022;54000;END_YEAR;39000
20/10/2022;54000;BERKAH_RAMADHAN;39000
20/10/2022;54000;HARI_RAYA;34000
20/10/2022;54000;TUJUHBELASAN;44000
20/10/2022;54000;VALENTINE_DAY;44000
20/10/2022;54000;EASTER_EGG;46500
20/10/2022;54000;CHRISTMAS;39000
24/10/2022;6150000;AWAL_GAJIAN;6135000
24/10/2022;6150000;GRATIS_ONGKIR;6145000
24/10/2022;6150000;10_10;6142500
24/10/2022;6150000;HARBOLNAS;6120000
24/10/2022;6150000;END_YEAR;6135000
24/10/2022;6150000;BERKAH_RAMADHAN;6135000
24/10/2022;6150000;HARI_RAYA;6130000
24/10/2022;6150000;TUJUHBELASAN;6140000
24/10/2022;6150000;VALENTINE_DAY;6140000
24/10/2022;6150000;EASTER_EGG;6142500
24/10/2022;6150000;CHRISTMAS;6135000
02/10/2022;136500;AWAL_GAJIAN;121500
02/10/2022;136500;GRATIS_ONGKIR;131500
02/10/2022;136500;10_10;129000
02/10/2022;136500;HARBOLNAS;106500
02/10/2022;136500;END_YEAR;121500
02/10/2022;136500;BERKAH_RAMADHAN;121500
02/10/2022;136500;HARI_RAYA;116500
02/10/2022;136500;TUJUHBELASAN;126500
02/10/2022;136500;VALENTINE_DAY;126500
02/10/2022;136500;EASTER_EGG;129000
02/10/2022;136500;CHRISTMAS;121500
14/10/2022;113700;AWAL_GAJIAN;98700
14/10/2022;113700;GRATIS_ONGKIR;108700
14/10/2022;113700;10_10;106200
14/10/2022;113700;HARBOLNAS;83700
14/10/2022;113700;END_YEAR;98700
14/10/2022;113700;BERKAH_RAMADHAN;98700
14/10/2022;113700;HARI_RAYA;93700
14/10/2022;113700;TUJUHBELASAN;103700
14/10/2022;113700;VALENTINE_DAY;103700
14/10/2022;113700;EASTER_EGG;106200
14/10/2022;113700;CHRISTMAS;98700
22/10/2022;57500;AWAL_GAJIAN;42500
22/10/2022;57500;GRATIS_ONGKIR;52500
22/10/2022;57500;10_10;50000
22/10/2022;57500;HARBOLNAS;27500
22/10/2022;57500;END_YEAR;42500
22/10/2022;57500;BERKAH_RAMADHAN;42500
22/10/2022;57500;HARI_RAYA;37500
22/10/2022;57500;TUJUHBELASAN;47500
22/10/2022;57500;VALENTINE_DAY;47500
22/10/2022;57500;EASTER_EGG;50000
22/10/2022;57500;CHRISTMAS;42500
25/10/2022;110000;AWAL_GAJIAN;95000
25/10/2022;110000;GRATIS_ONGKIR;105000
25/10/2022;110000;10_10;102500
25/10/2022;110000;HARBOLNAS;80000
25/10/2022;110000;END_YEAR;95000
25/10/2022;110000;BERKAH_RAMADHAN;95000
25/10/2022;110000;HARI_RAYA;90000
25/10/2022;110000;TUJUHBELASAN;100000
25/10/2022;110000;VALENTINE_DAY;100000
25/10/2022;110000;EASTER_EGG;102500
25/10/2022;110000;CHRISTMAS;95000
11/10/2022;3750;AWAL_GAJIAN;-11250
11/10/2022;3750;GRATIS_ONGKIR;-1250
11/10/2022;3750;10_10;-3750
11/10/2022;3750;HARBOLNAS;-26250
11/10/2022;3750;END_YEAR;-11250
11/10/2022;3750;BERKAH_RAMADHAN;-11250
11/10/2022;3750;HARI_RAYA;-16250
11/10/2022;3750;TUJUHBELASAN;-6250
11/10/2022;3750;VALENTINE_DAY;-6250
11/10/2022;3750;EASTER_EGG;-3750
11/10/2022;3750;CHRISTMAS;-11250
21/10/2022;477000;AWAL_GAJIAN;462000
21/10/2022;477000;GRATIS_ONGKIR;472000
21/10/2022;477000;10_10;469500
21/10/2022;477000;HARBOLNAS;447000
21/10/2022;477000;END_YEAR;462000
21/10/2022;477000;BERKAH_RAMADHAN;462000
21/10/2022;477000;HARI_RAYA;457000
21/10/2022;477000;TUJUHBELASAN;467000
21/10/2022;477000;VALENTINE_DAY;467000
21/10/2022;477000;EASTER_EGG;469500
21/10/2022;477000;CHRISTMAS;462000
25/10/2022;4050;AWAL_GAJIAN;-10950
25/10/2022;4050;GRATIS_ONGKIR;-950
25/10/2022;4050;10_10;-3450
25/10/2022;4050;HARBOLNAS;-25950
25/10/2022;4050;END_YEAR;-10950
25/10/2022;4050;BERKAH_RAMADHAN;-10950
25/10/2022;4050;HARI_RAYA;-15950
25/10/2022;4050;TUJUHBELASAN;-5950
25/10/2022;4050;VALENTINE_DAY;-5950
25/10/2022;4050;EASTER_EGG;-3450
25/10/2022;4050;CHRISTMAS;-10950
11/10/2022;298000;AWAL_GAJIAN;283000
11/10/2022;298000;GRATIS_ONGKIR;293000
11/10/2022;298000;10_10;290500
11/10/2022;298000;HARBOLNAS;268000
11/10/2022;298000;END_YEAR;283000
11/10/2022;298000;BERKAH_RAMADHAN;283000
11/10/2022;298000;HARI_RAYA;278000
11/10/2022;298000;TUJUHBELASAN;288000
11/10/2022;298000;VALENTINE_DAY;288000
11/10/2022;298000;EASTER_EGG;290500
11/10/2022;298000;CHRISTMAS;283000
18/10/2022;236370;AWAL_GAJIAN;221370
18/10/2022;236370;GRATIS_ONGKIR;231370
18/10/2022;236370;10_10;228870
18/10/2022;236370;HARBOLNAS;206370
18/10/2022;236370;END_YEAR;221370
18/10/2022;236370;BERKAH_RAMADHAN;221370
18/10/2022;236370;HARI_RAYA;216370
18/10/2022;236370;TUJUHBELASAN;226370
18/10/2022;236370;VALENTINE_DAY;226370
18/10/2022;236370;EASTER_EGG;228870
18/10/2022;236370;CHRISTMAS;221370
18/10/2022;64900;AWAL_GAJIAN;49900
18/10/2022;64900;GRATIS_ONGKIR;59900
18/10/2022;64900;10_10;57400
18/10/2022;64900;HARBOLNAS;34900
18/10/2022;64900;END_YEAR;49900
18/10/2022;64900;BERKAH_RAMADHAN;49900
18/10/2022;64900;HARI_RAYA;44900
18/10/2022;64900;TUJUHBELASAN;54900
18/10/2022;64900;VALENTINE_DAY;54900
18/10/2022;64900;EASTER_EGG;57400
18/10/2022;64900;CHRISTMAS;49900
19/10/2022;75000;AWAL_GAJIAN;60000
19/10/2022;75000;GRATIS_ONGKIR;70000
19/10/2022;75000;10_10;67500
19/10/2022;75000;HARBOLNAS;45000
19/10/2022;75000;END_YEAR;60000
19/10/2022;75000;BERKAH_RAMADHAN;60000
19/10/2022;75000;HARI_RAYA;55000
19/10/2022;75000;TUJUHBELASAN;65000
19/10/2022;75000;VALENTINE_DAY;65000
19/10/2022;75000;EASTER_EGG;67500
19/10/2022;75000;CHRISTMAS;60000
05/10/2022;567000;AWAL_GAJIAN;552000
05/10/2022;567000;GRATIS_ONGKIR;562000
05/10/2022;567000;10_10;559500
05/10/2022;567000;HARBOLNAS;537000
05/10/2022;567000;END_YEAR;552000
05/10/2022;567000;BERKAH_RAMADHAN;552000
05/10/2022;567000;HARI_RAYA;547000
05/10/2022;567000;TUJUHBELASAN;557000
05/10/2022;567000;VALENTINE_DAY;557000
05/10/2022;567000;EASTER_EGG;559500
05/10/2022;567000;CHRISTMAS;552000
28/10/2022;417000;AWAL_GAJIAN;402000
28/10/2022;417000;GRATIS_ONGKIR;412000
28/10/2022;417000;10_10;409500
28/10/2022;417000;HARBOLNAS;387000
28/10/2022;417000;END_YEAR;402000
28/10/2022;417000;BERKAH_RAMADHAN;402000
28/10/2022;417000;HARI_RAYA;397000
28/10/2022;417000;TUJUHBELASAN;407000
28/10/2022;417000;VALENTINE_DAY;407000
28/10/2022;417000;EASTER_EGG;409500
28/10/2022;417000;CHRISTMAS;402000
13/10/2022;194700;AWAL_GAJIAN;179700
13/10/2022;194700;GRATIS_ONGKIR;189700
13/10/2022;194700;10_10;187200
13/10/2022;194700;HARBOLNAS;164700
13/10/2022;194700;END_YEAR;179700
13/10/2022;194700;BERKAH_RAMADHAN;179700
